folder,accuracy,precision,recall,f1,roc_auc,r2_score
2025-12-30_21-10-54_temp_lstmv1080.25,0.9546521027622784,0.919423006247703,0.8755030621172354,0.8969256968719189,0.9846180646645926,0.8022748827934265
2025-12-30_21-18-36_temp_lstmv1080.25,0.9631499043750863,0.9718685223571217,0.8614173228346457,0.9133157089188814,0.9904840818069621,0.8390759825706482
2025-12-30_23-44-44_temp_lstmv1080.25,0.9674678128511998,0.927372836916623,0.9283464566929134,0.9278593913955928,0.9914473099233896,0.8564744591712952
2025-12-31_00-03-59_temp_lstmv1080.25,0.9677241270529782,0.9610206195273515,0.8930008748906386,0.9257630039453993,0.9908792678753738,0.8561563491821289
2025-12-31_00-23-13_temp_lstmv1090.25,0.9581813521559968,0.9183068212456188,0.8939632545931758,0.9059715387684533,0.9867019128081259,0.816246747970581
2025-12-31_00-33-17_temp_lstmv1090.25,0.9524832902856918,0.9203952274422073,0.8638670166229221,0.8912356710894485,0.9828303630719325,0.7921077013015747
2025-12-31_00-39-24_temp_lstmv1100.25,0.9690845639701098,0.9622234720659918,0.8980752405949256,0.9290433523395782,0.9917985098511877,0.8635790348052979
2025-12-31_00-46-15_temp_postcnn_lstm_dilation_paralellv1100.25,0.9684339202271338,0.9606336113975068,0.8966754155730534,0.9275532829539798,0.9913747137521679,0.8586615324020386
2025-12-31_01-27-51_temp_postcnn_lstm_paralell_stride2v1100.25,0.9671326327411818,0.9608231851222505,0.8904636920384952,0.924306406938201,0.9904783667039458,0.8534366488456726
2025-12-31_01-34-13_temp_postcnn_lstm_paralell_stride2v1100.25,0.9692028628324691,0.9550820881756134,0.9059492563429571,0.9298670977011494,0.9918383897576446,0.8644539713859558
2025-12-31_01-42-27_temp_postcnn16_lstm_paralell_stride2v1100.25,0.9681381730712356,0.9463343641986538,0.9102362204724409,0.9279343560470924,0.9907336446455609,0.8578347563743591
2025-12-31_01-46-38_previous_modelv2000.25,0.9712928094008163,0.9581955163542815,0.9124234470691164,0.9347494846284844,0.9925191383579788,0.8725118041038513
2025-12-31_01-52-41_temp_postcnn16_lstm_paralell_stride2v1200.25,0.9736587866480018,0.9505445456168541,0.931583552055993,0.9409685401201838,0.9933661794210109,0.8812506794929504
2025-12-31_02-06-57_temp_postcnn16_lstm_paralell_stride2v1200.25,0.962873873696248,0.9466641714232245,0.8851268591426071,0.9148618709589909,0.9887935480996229,0.8357375264167786
2025-12-31_02-15-38_temp_top_kv1200.25,0.9596995208896074,0.9332533234859675,0.8844269466316711,0.9081843500134759,0.9846372174411538,0.8204977512359619
2025-12-31_02-22-50_previous_modelv20010.25,0.9734024724462234,0.9605299223389676,0.9197725284339457,0.9397094972067039,0.993425771032865,0.8818782567977905
2025-12-31_02-30-23_CNN_BiLSTM_CNN_ResMK_K35_D12_GN_LSTM32x2_PostCNN_FC512_256_128_v24,0.9777006644452769,0.9780005569479253,0.9217847769028872,0.9490609377111201,0.9949187256235491,0.8981761932373047
2025-12-31_02-51-44_ResMK_CNN_BiLSTM_StridedCNN_K357_D12_2Conv_LSTM32x2_PostConvS2_FC64_64_Drop05_v25,0.9719434531437923,0.9650525141741798,0.9083989501312336,0.9358691243408896,0.9927345931767438,0.8506653308868408
2025-12-31_03-06-22_ResMK_CNN_BiLSTM_StridedCNN_K357_D12_2Conv_LSTM32x2_PostConvS2_FC64_64_Drop05_v25,0.9796525956742049,0.9786411342294237,0.9300087489063867,0.9537053651534183,0.995865191441922,0.908324658870697
2026-01-01_08-48-48_attension_pooling_v1300.25,0.9668171691082238,0.953813204208958,0.8961504811898513,0.924083179214218,0.9907445415310514,0.8545743227005005
2026-01-01_08-58-27_attension_pooling_v1300.25,0.9653187168516729,0.9250989010989011,0.9206474190726159,0.9228677921508441,0.9898548704535454,0.8465797901153564
2026-01-01_09-45-34_no_maxpooling_attension_pooling_v1300.25,0.9663439736587867,0.9374606316926123,0.9114610673665792,0.9242780464002129,0.9895232419422335,0.8469932675361633
2026-01-01_09-50-35_no_maxpooling_attension_pooling_v1300.25,0.9683156213647746,0.9539698678251225,0.9029746281714786,0.9277720346981887,0.9905376910988266,0.8583784699440002
2026-01-01_10-01-30_previous_model_attension_pooling_v1310.25,0.9736982196021214,0.9683614770829467,0.9131233595800525,0.9399315561959655,0.9932958133981121,0.8812682628631592
2026-01-01_10-11-30_previous_model_attension_pooling_v1310.25,0.9689465486306906,0.955617198335645,0.9041994750656168,0.9291975724881996,0.9907165060169358,0.8608450889587402
2026-01-01_10-22-02_previous_model_attension_pooling_less_dropout_more_parmsv1310.25,0.9688479662453913,0.9607971556886228,0.8984251968503937,0.9285649697079302,0.9912435091048729,0.8603068590164185
2026-01-01_10-27-15_previous_model_attension_pooling_less_dropout_more_parmsv1310.25,0.9660482265028885,0.9268378473443546,0.9221347331583553,0.924480308744847,0.9898629147978456,0.8501978516578674
2026-01-01_10-52-34_previous_model_attension_pooling_less_dropout_more_parmsv1310.25,0.9701098207772235,0.9429056468906362,0.9232720909886264,0.9329855892494032,0.9913189054872938,0.8671993017196655
2026-01-01_11-00-40_previous_model_attension_pooling_less_dropout_more_parmsv1310.25,0.9681578895482955,0.9482963368959533,0.9082239720034996,0.9278276802073557,0.990445645985565,0.8590375185012817
2026-01-01_11-09-58_previous_model_attension_pooling_less_dropout_more_parmsv1310.25,0.9707801809972594,0.9426842292630829,0.92668416447944,0.9346157239918821,0.991834597503432,0.8677598834037781
2026-01-01_11-17-43_previous_model_attension_pooling_less_dropout_more_parmsv1310.25,0.9732644571068042,0.9678617871075609,0.9116360454943132,0.9389079113353758,0.9931675715190085,0.8789311647415161
2026-01-01_11-33-09_previous_model_DualAttenionPooling_less_dropout_more_parmsv1310.25,0.9686113685206728,0.9683869739097315,0.889763779527559,0.9274120007295277,0.9912431650630196,0.8597466349601746
2026-01-01_11-39-50_previous_model_DualAttenionPooling_less_dropout_more_parmsv1310.25,0.9711745105384569,0.9319639452244757,0.9407699037620297,0.9363462208289794,0.993256093821839,0.8726540207862854
2026-01-01_11-51-16_previous_model_sequise_excitation_AttenionPooling_less_dropout_more_parmsv1410.25,0.9711942270155168,0.9490945130191909,0.9216097987751531,0.9351502507878734,0.9923147808374343,0.8718038201332092
2026-01-01_12-03-23_previous_model_sequise_excitation_AttenionPooling_less_dropout_more_parmsv1410.25,0.9681381730712356,0.9184004092769441,0.9423447069116361,0.9302184990068227,0.9920843318062551,0.8581106662750244
2026-01-01_12-07-21_previous_model_sequise_excitation_lstm_2layer_AttenionPooling_less_dropout_more_parmsv1410.25,0.9692817287407086,0.9566142460684551,0.9047244094488189,0.9299460431654676,0.9913357679917133,0.8606221079826355
2026-01-01_12-11-02_previous_model_sequise_excitation_lstm_2layer_AttenionPooling_less_dropout_more_parmsv1410.25,0.9728504110885468,0.9598389900283597,0.9179352580927385,0.9384195697866822,0.9929584586497433,0.8772987723350525
2026-01-01_12-18-08_sequise_excitation_lstm_2layer_AttenionPooling_ResMK_CNN_BiLSTM_StridedCNN_K357_D12_2Conv_LSTM32x2_PostConvS2_FC64_64_Drop05_v26,0.9795342968118457,0.9670981661272924,0.9412073490813648,0.9539771215748869,0.9956599097960117,0.9073545932769775
2026-01-01_12-44-06_sequise_excitation_lstm_2layer_AttenionPooling_ResMK_CNN_BiLSTM_StridedCNN_K357_D12_2Conv_LSTM32x2_PostConvS2_FC64_64_Drop05_v26,0.9781935763717738,0.9701275045537341,0.931933508311461,0.9506470325747434,0.9954623540608418,0.9030109643936157
2026-01-02_13-14-53_lstm_layer_DualAttenionPooling_ResMK_CNN_BiLSTM_CNN_K357Conv_LSTM32_FC64_64_v26,0.9790611013624085,0.9688856729377714,0.9371828521434821,0.9527706128257583,0.995390541726075,0.9059000611305237
2026-01-02_13-32-36lstm_layer_DualAttenionPooling_ResMK_CNN_BiLSTM_CNN_K357Conv_LSTM32_FC64_64_v26,0.9801060746465822,0.965680579140227,0.9453193350831146,0.9553914850347054,0.9960146815240195,0.9112846255302429
2026-01-02_14-18-06_1layer_DAP_ResMK_CNN_K357Conv_LSTM32_FC64_64_Drop35_v27,0.9808158678207378,0.9724405891388813,0.9415573053368329,0.956749788860737,0.9961583351420582,0.91315758228302
2026-01-02_14-48-55_less_dropout_lstm_1layer_DAP_ResMK_CNN_BiLSTM_CNN_K357Conv_LSTM32_FC64_64_Drop10_v27,0.9786470553441511,0.9594990674127365,0.9451443569553806,0.95226761866984,0.9954281313603901,0.9052636027336121
2026-01-02_14-59-16_less_dropout_lstm_1layer_DAP_ResMK_CNN_BiLSTM_CNN_K357Conv_LSTM32_FC64_64_Drop10_v27,0.9771486030876003,0.9369522675061687,0.9634295713035871,0.950006470258379,0.9962264576557852,0.898584246635437
2026-01-02_15-15-21_no_postional_embeding_DAP_ResMK_CNN_BiLSTM_CNN_K357Conv_LSTM32_FC64_64_Drop10_v27,0.9821171553066897,0.97430812223925,0.9455818022747157,0.959730053722861,0.9965863755373372,0.9207934141159058
2026-01-02_16-02-44_ResMK_CNN_Trans_DAP_v28,0.9775034996746781,0.9613487579589275,0.9378827646544182,0.9494707940303795,0.9951076947866436,0.900152862071991
2026-01-02_16-25-10_ResMK_CNN_Trans64_DAP_v28,0.9776612314911571,0.9471901328932512,0.9540682414698163,0.9506167458484069,0.995588076306568,0.9006151556968689
2026-01-02_16-42-35_ResMK_CNN_1layer_Trans64_DAP_v28,0.9813679291784144,0.9673709548007489,0.9493438320209974,0.9582726188899192,0.9963883198837463,0.9157020449638367
2026-01-06_05-44-24_test_run,0.9704450008872415,0.9512039981826442,0.91583552055993,0.9331847559616671,0.9914498150825143,0.8652376532554626
2026-01-06_07-21-13_test_run,0.9790611013624085,0.9669428931724013,0.9391951006124234,0.9528670335522812,0.9952373673899584,0.9050893187522888
2026-01-06_21-40-08_test_run,0.9779964116011751,0.9767936390532544,0.9243219597550306,0.9498336779645778,0.9953863842753323,0.9009299278259277
2026-01-06_21-53-05_test_run,0.9800469252154025,0.9577328646748682,0.9535433070866142,0.9556334940815432,0.9958904957758897,0.9085663557052612
2026-01-06_22-20-13_test_run,0.9756698673081093,0.9507515473032715,0.9407699037620297,0.9457343887423043,0.994490140773687,0.8925402760505676
2026-01-06_22-39-07_test_run,0.9818608411049113,0.9629955947136564,0.9562554680664916,0.9596136962247586,0.9967127257429504,0.9191133975982666
2026-01-06_23-03-21_test_run,0.9785090400047319,0.9606200997861725,0.9433070866141732,0.9518848768429417,0.9954430053251667,0.903650164604187
2026-01-11_13-52-38_transformer_run,0.9793371320412468,0.966062129646256,0.9413823272090989,0.9535625664657923,0.9957172066821077,0.9072855710983276
2026-01-11_20-38-17_best model till now testing,0.9812299138389953,0.9661861541199501,0.9499562554680665,0.9580024704429151,0.9962617258426449,0.9160383343696594
2026-01-11_21-07-49_best model till now testing,0.9828860979120251,0.971686316541622,0.9517935258092738,0.9616370547158136,0.9970056656901445,-333.7680969238281
2026-01-12_03-04-16_best model till now testing_Dataset 1 (Malicious URLs),0.9847750732520061,0.9824148745519713,0.9321925815708364,0.9566450346294377,0.996884213393543,-491.8831787109375
